CMDLINE 'c:\Users\nsucc\Desktop\python env\.venv\Scripts\python.exe' app.py
MEM 1.789062 1733263988.2535
MEM 8.371094 1733263988.3623
MEM 8.371094 1733263988.4630
MEM 8.371094 1733263988.5634
MEM 8.371094 1733263988.6638
MEM 8.371094 1733263988.7641
MEM 8.371094 1733263988.8648
MEM 8.371094 1733263988.9651
MEM 8.371094 1733263989.0658
MEM 8.371094 1733263989.1662
MEM 8.371094 1733263989.2667
MEM 8.371094 1733263989.3672
MEM 8.371094 1733263989.4678
MEM 8.371094 1733263989.5683
MEM 8.371094 1733263989.6685
MEM 8.371094 1733263989.7692
MEM 8.371094 1733263989.8694
MEM 8.371094 1733263989.9701
MEM 8.371094 1733263990.0703
MEM 8.371094 1733263990.1708
MEM 8.371094 1733263990.2718
MEM 8.371094 1733263990.3722
MEM 8.371094 1733263990.4728
MEM 8.371094 1733263990.5736
MEM 8.371094 1733263990.6742
MEM 8.371094 1733263990.7752
MEM 8.371094 1733263990.8757
MEM 8.371094 1733263990.9765
MEM 8.371094 1733263991.0769
MEM 8.371094 1733263991.1775
MEM 8.371094 1733263991.2781
MEM 8.371094 1733263991.3788
MEM 8.371094 1733263991.4809
MEM 8.371094 1733263991.5819
MEM 8.371094 1733263991.6824
MEM 8.371094 1733263991.7833
MEM 8.371094 1733263991.8843
MEM 8.371094 1733263991.9847
MEM 8.371094 1733263992.0852
MEM 8.371094 1733263992.1861
MEM 8.371094 1733263992.2869
MEM 8.371094 1733263992.3874
MEM 8.371094 1733263992.4881
MEM 8.371094 1733263992.5884
MEM 8.371094 1733263992.6888
MEM 8.371094 1733263992.7893
MEM 8.371094 1733263992.8901
MEM 8.371094 1733263992.9907
MEM 8.371094 1733263993.0916
MEM 8.371094 1733263993.1922
MEM 8.371094 1733263993.2931
MEM 8.371094 1733263993.3938
MEM 8.371094 1733263993.4948
MEM 8.371094 1733263993.5958
MEM 8.371094 1733263993.6963
MEM 8.371094 1733263993.7968
MEM 8.371094 1733263993.8976
MEM 8.371094 1733263993.9997
MEM 8.371094 1733263994.1003
MEM 8.371094 1733263994.2013
MEM 8.371094 1733263994.3017
MEM 8.371094 1733263994.4022
MEM 8.371094 1733263994.5030
MEM 8.371094 1733263994.6037
MEM 8.371094 1733263994.7042
MEM 8.371094 1733263994.8049
