CMDLINE 'c:\Users\nsucc\Desktop\python env\.venv\Scripts\python.exe' app.py
MEM 1.816406 1733264063.1294
MEM 8.359375 1733264063.2368
MEM 8.359375 1733264063.3375
MEM 8.359375 1733264063.4377
MEM 8.359375 1733264063.5380
MEM 8.359375 1733264063.6386
MEM 8.359375 1733264063.7394
MEM 8.359375 1733264063.8399
MEM 8.359375 1733264063.9405
MEM 8.359375 1733264064.0409
MEM 8.359375 1733264064.1414
MEM 8.359375 1733264064.2417
MEM 8.359375 1733264064.3423
MEM 8.359375 1733264064.4429
MEM 8.359375 1733264064.5433
MEM 8.359375 1733264064.6439
MEM 8.359375 1733264064.7444
MEM 8.359375 1733264064.8450
MEM 8.359375 1733264064.9455
MEM 8.359375 1733264065.0460
MEM 8.359375 1733264065.1463
MEM 8.359375 1733264065.2472
MEM 8.359375 1733264065.3481
MEM 8.359375 1733264065.4492
MEM 8.359375 1733264065.5502
MEM 8.359375 1733264065.6510
MEM 8.359375 1733264065.7518
MEM 8.359375 1733264065.8536
MEM 8.359375 1733264065.9542
MEM 8.359375 1733264066.0551
MEM 8.359375 1733264066.1557
MEM 8.359375 1733264066.2564
MEM 8.359375 1733264066.3569
MEM 8.359375 1733264066.4573
MEM 8.359375 1733264066.5581
MEM 8.359375 1733264066.6588
MEM 8.359375 1733264066.7595
MEM 8.359375 1733264066.8603
MEM 8.359375 1733264066.9610
MEM 8.359375 1733264067.0618
MEM 8.359375 1733264067.1626
MEM 8.359375 1733264067.2637
MEM 8.359375 1733264067.3644
MEM 8.359375 1733264067.4653
MEM 8.359375 1733264067.5663
MEM 8.359375 1733264067.6671
MEM 8.359375 1733264067.7694
MEM 8.359375 1733264067.8707
MEM 8.359375 1733264067.9713
MEM 8.359375 1733264068.0723
MEM 8.359375 1733264068.1729
MEM 8.359375 1733264068.2749
MEM 8.359375 1733264068.3762
MEM 8.359375 1733264068.4772
MEM 8.359375 1733264068.5787
MEM 8.359375 1733264068.6798
MEM 8.359375 1733264068.7811
MEM 8.359375 1733264068.8818
MEM 8.359375 1733264068.9821
MEM 8.359375 1733264069.0828
MEM 8.359375 1733264069.1833
MEM 8.359375 1733264069.2841
MEM 8.359375 1733264069.3848
MEM 8.359375 1733264069.4861
MEM 8.359375 1733264069.5874
MEM 8.359375 1733264069.6877
MEM 8.359375 1733264069.7884
MEM 8.359375 1733264069.8891
MEM 8.359375 1733264069.9901
MEM 8.359375 1733264070.0910
MEM 8.359375 1733264070.1918
MEM 8.359375 1733264070.2925
MEM 8.359375 1733264070.3935
MEM 8.359375 1733264070.4941
MEM 8.359375 1733264070.5950
MEM 8.359375 1733264070.6966
MEM 8.359375 1733264070.7972
MEM 8.359375 1733264070.8979
MEM 8.359375 1733264070.9985
MEM 8.359375 1733264071.0994
MEM 8.359375 1733264071.2006
MEM 8.359375 1733264071.3020
MEM 8.359375 1733264071.4035
MEM 8.359375 1733264071.5041
MEM 8.359375 1733264071.6047
MEM 8.359375 1733264071.7055
MEM 8.359375 1733264071.8061
MEM 8.359375 1733264071.9070
MEM 8.359375 1733264072.0075
MEM 8.359375 1733264072.1080
MEM 8.359375 1733264072.2085
MEM 8.359375 1733264072.3093
MEM 8.359375 1733264072.4100
MEM 8.359375 1733264072.5106
MEM 8.359375 1733264072.6114
MEM 8.359375 1733264072.7122
MEM 8.359375 1733264072.8129
MEM 8.359375 1733264072.9137
MEM 8.359375 1733264073.0143
MEM 8.359375 1733264073.1154
MEM 8.359375 1733264073.2163
MEM 8.359375 1733264073.3167
MEM 8.359375 1733264073.4178
MEM 8.359375 1733264073.5186
MEM 8.359375 1733264073.6189
MEM 8.359375 1733264073.7198
MEM 8.359375 1733264073.8210
MEM 8.359375 1733264073.9217
MEM 8.359375 1733264074.0222
MEM 8.359375 1733264074.1229
MEM 8.359375 1733264074.2234
MEM 8.359375 1733264074.3238
MEM 8.359375 1733264074.4243
MEM 8.359375 1733264074.5248
MEM 8.359375 1733264074.6251
MEM 8.359375 1733264074.7258
MEM 8.359375 1733264074.8264
MEM 8.359375 1733264074.9272
MEM 8.359375 1733264075.0283
MEM 8.359375 1733264075.1290
MEM 8.359375 1733264075.2293
MEM 8.359375 1733264075.3301
MEM 8.359375 1733264075.4306
MEM 8.359375 1733264075.5312
MEM 8.359375 1733264075.6320
MEM 8.359375 1733264075.7325
MEM 8.359375 1733264075.8331
MEM 8.359375 1733264075.9337
MEM 8.359375 1733264076.0343
MEM 8.359375 1733264076.1349
MEM 8.359375 1733264076.2365
MEM 8.359375 1733264076.3374
MEM 8.359375 1733264076.4384
MEM 8.359375 1733264076.5389
MEM 8.359375 1733264076.6394
MEM 8.359375 1733264076.7400
MEM 8.359375 1733264076.8405
MEM 8.359375 1733264076.9411
MEM 8.359375 1733264077.0419
MEM 8.359375 1733264077.1427
MEM 8.359375 1733264077.2432
MEM 8.359375 1733264077.3439
MEM 8.359375 1733264077.4444
MEM 8.359375 1733264077.5449
MEM 8.359375 1733264077.6454
MEM 8.359375 1733264077.7459
MEM 8.359375 1733264077.8465
MEM 8.359375 1733264077.9476
MEM 8.359375 1733264078.0485
MEM 8.359375 1733264078.1494
MEM 8.359375 1733264078.2506
MEM 8.359375 1733264078.3515
MEM 8.359375 1733264078.4524
MEM 8.359375 1733264078.5532
MEM 8.359375 1733264078.6545
MEM 8.359375 1733264078.7553
MEM 8.359375 1733264078.8556
MEM 8.359375 1733264078.9560
MEM 8.359375 1733264079.0566
MEM 8.359375 1733264079.1573
MEM 8.359375 1733264079.2579
MEM 8.359375 1733264079.3594
MEM 8.359375 1733264079.4601
MEM 8.359375 1733264079.5608
MEM 8.359375 1733264079.6615
MEM 8.359375 1733264079.7621
MEM 8.359375 1733264079.8630
MEM 8.359375 1733264079.9633
MEM 8.359375 1733264080.0641
MEM 8.359375 1733264080.1649
MEM 8.359375 1733264080.2653
MEM 8.359375 1733264080.3665
MEM 8.359375 1733264080.4675
MEM 8.359375 1733264080.5684
MEM 8.359375 1733264080.6705
MEM 8.359375 1733264080.7713
MEM 8.359375 1733264080.8718
MEM 8.359375 1733264080.9723
MEM 8.359375 1733264081.0727
MEM 8.359375 1733264081.1732
MEM 8.359375 1733264081.2738
MEM 8.359375 1733264081.3749
MEM 8.359375 1733264081.4779
MEM 8.359375 1733264081.5784
MEM 8.359375 1733264081.6790
MEM 8.359375 1733264081.7796
MEM 8.359375 1733264081.8803
MEM 8.359375 1733264081.9810
MEM 8.359375 1733264082.0819
MEM 8.359375 1733264082.1827
MEM 8.359375 1733264082.2838
MEM 8.359375 1733264082.3861
MEM 8.359375 1733264082.4869
MEM 8.359375 1733264082.5878
MEM 8.359375 1733264082.6883
MEM 8.359375 1733264082.7887
MEM 8.359375 1733264082.8894
MEM 8.359375 1733264082.9899
MEM 8.359375 1733264083.0905
MEM 8.359375 1733264083.1911
MEM 8.359375 1733264083.2915
MEM 8.359375 1733264083.3919
MEM 8.359375 1733264083.4924
MEM 8.359375 1733264083.5935
MEM 8.359375 1733264083.6943
MEM 8.359375 1733264083.7957
MEM 8.359375 1733264083.8965
